model,amh,arb,ben,deu,eng,fas,hau,hin,ita,khm,mya,nep,ori,pan,pol,rus,spa,swa,tel,tur,urd,zho,average
Logistic regression,0.6785415703592962,0.6839644693782141,0.8034434350817352,0.6225817937255211,0.6999798346440815,0.7626087320757878,0.7351181447399469,0.7510237787419536,0.6023894955382532,0.6898095766621664,0.8030773197300209,0.8527762739497576,0.7516551559895213,0.7141495124593716,0.6838454181764301,0.7343605451167274,0.6725020644095788,0.78790436581918,0.8054082998661312,0.6743006867935327,0.7031069827033953,0.7278070175438597,0.7245615669774758
