model,amh,arb,ben,deu,eng,fas,hau,hin,khm,nep,ori,pan,spa,swa,tel,tur,urd,zho,average
Logistic regression,0.4592665727803266,0.49394546870470396,0.2381419979127972,0.4003703307240461,0.42563331198189513,0.41071826775586784,0.17224805450611902,0.6805456729234342,0.2874979035639729,0.6075519378475739,0.16595431984476908,0.42605953104422883,0.4245640213198276,0.5180986533948209,0.35397252063386614,0.38377431272131973,0.7772310284560594,0.2587669108618496,0.4157967120543044
