model,amh,arb,ben,deu,eng,fas,hau,hin,khm,nep,ori,pan,spa,swa,tel,tur,urd,zho,average
Logistic regression,0.17391304347826086,0.3994082840236686,0.5547226386806596,0.2169811320754717,0.4821705426356589,0.3550834597875569,0.801641586867305,0.22950819672131148,0.5248493975903614,0.5610972568578554,0.44936708860759494,0.2852941176470588,0.2934947049924357,0.3766976411722659,0.3333333333333333,0.4164904862579281,0.485273492286115,0.35630841121495327,0.4053130452349885
