model,amh,arb,ben,deu,eng,fas,hau,hin,ita,khm,mya,nep,ori,pan,pol,rus,spa,swa,tel,tur,urd,zho,average
Logistic regression,0.4077961019490255,0.47928994082840237,0.6986506746626686,0.3474842767295597,0.6434108527131783,0.5523520485584219,0.8467852257181943,0.5245901639344263,0.5877061469265368,0.7183734939759037,0.6384083044982699,0.6583541147132169,0.5548523206751055,0.5029411764705882,0.5281837160751566,0.6313432835820896,0.37065052950075644,0.7040743388134382,0.39451476793248946,0.5052854122621564,0.3338008415147265,0.4439252336448598,0.5487624075308714
