model,amh,arb,ben,deu,eng,fas,hau,hin,ita,khm,mya,nep,ori,pan,pol,rus,spa,swa,tel,tur,urd,zho,average
Logistic regression,0.4167198060268166,0.5190145603914941,0.2634192368338064,0.46001464357413224,0.3891338672630137,0.5957739480727338,0.23148073238237177,0.6960810333976708,0.6008628149495637,0.5429562429492978,0.5780253014053617,0.7112140033879165,0.43884404306442254,0.4454286958553736,0.2835897435897436,0.33861059575345287,0.5859201868894564,0.45272143088548217,0.38715551884631894,0.39361273982583356,0.726392646789825,0.363580977503007,0.4736614895289589
