model,amh,arb,ben,deu,eng,fas,hau,hin,ita,khm,mya,nep,ori,pan,pol,rus,spa,swa,tel,tur,urd,zho,average
Logistic regression,0.7796101949025487,0.6849112426035503,0.8095952023988006,0.6226415094339622,0.7317829457364341,0.8042488619119879,0.8823529411764706,0.8779599271402551,0.6086956521739131,0.8938253012048193,0.8079584775086506,0.8528678304239401,0.7911392405063291,0.7147058823529412,0.6931106471816284,0.7716417910447761,0.6732223903177005,0.7884203002144389,0.8059071729957806,0.6744186046511628,0.7447405329593267,0.7289719626168224,0.7610331187025564
