model,epoch,val_loss,val_f1_macro
mono_swa_microsoft_mdeberta-v3-base_1,4.0,0.4919340908527374,0.7978048805506263
mono_swa_microsoft_mdeberta-v3-base_1,5.0,0.5076181888580322,0.8095036114953127
mono_swa_microsoft_mdeberta-v3-base_1,5.0,0.4449155628681183,0.8195796460176992
mono_swa_microsoft_mdeberta-v3-base_1,5.0,0.533770740032196,0.7752313763052653
mono_tel_microsoft_mdeberta-v3-base_1,1.0,0.3773382604122162,0.8480336278141921
mono_tel_microsoft_mdeberta-v3-base_1,2.0,0.4689748883247375,0.827007299270073
mono_tel_microsoft_mdeberta-v3-base_1,3.0,0.508416473865509,0.858492102263475
mono_tel_microsoft_mdeberta-v3-base_1,4.0,0.5480599999427795,0.8678430737682802
mono_tel_microsoft_mdeberta-v3-base_1,5.0,0.5215078592300415,0.8680614168986263
mono_tel_microsoft_mdeberta-v3-base_1,5.0,0.5215078592300415,0.8680614168986263
mono_tel_microsoft_mdeberta-v3-base_1,5.0,0.5526909232139587,0.8622012907727193
mono_tur_microsoft_mdeberta-v3-base_1,1.0,0.5877504348754883,0.7318667504714016
mono_tur_microsoft_mdeberta-v3-base_1,2.0,0.5226120948791504,0.7424286335313723
mono_tur_microsoft_mdeberta-v3-base_1,3.0,0.5536386966705322,0.7832666893794044
mono_tur_microsoft_mdeberta-v3-base_1,4.0,0.6567656993865967,0.7403789171231032
mono_tur_microsoft_mdeberta-v3-base_1,5.0,0.6698834896087646,0.7588755020080322
mono_tur_microsoft_mdeberta-v3-base_1,5.0,0.5536386966705322,0.7832666893794044
mono_tur_microsoft_mdeberta-v3-base_1,5.0,0.5984292030334473,0.7592007748969433
mono_urd_microsoft_mdeberta-v3-base_1,1.0,0.4938409328460693,0.7345676773538372
mono_urd_microsoft_mdeberta-v3-base_1,2.0,0.4718025326728821,0.7332503113325031
mono_urd_microsoft_mdeberta-v3-base_1,3.0,0.4973901510238647,0.7584826915930595
mono_urd_microsoft_mdeberta-v3-base_1,4.0,0.6516232490539551,0.7530095475300955
mono_urd_microsoft_mdeberta-v3-base_1,5.0,0.6956498026847839,0.7503496503496503
mono_urd_microsoft_mdeberta-v3-base_1,5.0,0.4973901510238647,0.7584826915930595
mono_urd_microsoft_mdeberta-v3-base_1,5.0,0.5602810382843018,0.7337114490181751
mono_zho_microsoft_mdeberta-v3-base_1,1.0,0.3428891599178314,0.857301362600364
mono_zho_microsoft_mdeberta-v3-base_1,2.0,0.3850071132183075,0.8476698921143366
mono_zho_microsoft_mdeberta-v3-base_1,3.0,0.3513879776000976,0.8662081900593935
mono_zho_microsoft_mdeberta-v3-base_1,4.0,0.5054383277893066,0.869156021399716
mono_zho_microsoft_mdeberta-v3-base_1,5.0,0.5950086116790771,0.8644386194844911
mono_zho_microsoft_mdeberta-v3-base_1,5.0,0.5054383277893066,0.869156021399716
mono_zho_microsoft_mdeberta-v3-base_1,5.0,0.5452747941017151,0.8656496217471827
mono_amh_xlm-roberta-base_1,1.0,0.5383787155151367,0.4300341296928328
mono_amh_xlm-roberta-base_1,2.0,0.54375159740448,0.4300341296928328
mono_amh_xlm-roberta-base_1,3.0,0.5409045815467834,0.6844591402928673
mono_amh_xlm-roberta-base_1,4.0,0.5415256023406982,0.6633064516129032
mono_amh_xlm-roberta-base_1,5.0,0.5231185555458069,0.6490121899957966
mono_amh_xlm-roberta-base_1,5.0,0.5409045815467834,0.6844591402928673
mono_amh_xlm-roberta-base_1,5.0,0.5020694732666016,0.6903320457584312
mono_arb_xlm-roberta-base_1,1.0,0.5593851208686829,0.6679892141756549
mono_arb_xlm-roberta-base_1,2.0,0.5917707681655884,0.7514444794621284
mono_arb_xlm-roberta-base_1,3.0,0.5874180793762207,0.7431220550235598
mono_arb_xlm-roberta-base_1,4.0,0.8710222244262695,0.7179258929564927
mono_arb_xlm-roberta-base_1,5.0,0.8194532990455627,0.7379588126787799
mono_arb_xlm-roberta-base_1,5.0,0.5917707681655884,0.7514444794621284
mono_arb_xlm-roberta-base_1,5.0,0.5510814785957336,0.7498417953653158
mono_ben_xlm-roberta-base_1,1.0,0.4689453542232513,0.7904191616766467
mono_ben_xlm-roberta-base_1,2.0,0.4148784279823303,0.8308955895589558
mono_ben_xlm-roberta-base_1,3.0,0.3649739325046539,0.8468676643192488
mono_ben_xlm-roberta-base_1,4.0,0.4164702892303467,0.854425743033338
mono_ben_xlm-roberta-base_1,5.0,0.4223287105560303,0.8550601530833649
mono_ben_xlm-roberta-base_1,5.0,0.4223287105560303,0.8550601530833649
mono_ben_xlm-roberta-base_1,5.0,0.5026059150695801,0.8204404007957511
mono_deu_xlm-roberta-base_1,1.0,0.6682543754577637,0.605303787121969
mono_deu_xlm-roberta-base_1,2.0,0.6587401628494263,0.6370691622917142
mono_deu_xlm-roberta-base_1,3.0,0.6928591132164001,0.6414527040392451
mono_deu_xlm-roberta-base_1,4.0,0.8171781301498413,0.6219086873811033
mono_deu_xlm-roberta-base_1,5.0,0.846189558506012,0.6383325916036195
mono_deu_xlm-roberta-base_1,5.0,0.6928591132164001,0.6414527040392451
mono_deu_xlm-roberta-base_1,5.0,0.654241144657135,0.6974400142716974
mono_eng_xlm-roberta-base_1,1.0,0.5483729243278503,0.6978298191687313
mono_eng_xlm-roberta-base_1,2.0,0.5420967936515808,0.7182357265376134
mono_eng_xlm-roberta-base_1,3.0,0.5477997064590454,0.7260176473455857
mono_eng_xlm-roberta-base_1,4.0,0.6925442814826965,0.7243942306703813
mono_eng_xlm-roberta-base_1,5.0,0.9182466864585876,0.7157426101361495
mono_eng_xlm-roberta-base_1,5.0,0.5477997064590454,0.7260176473455857
mono_eng_xlm-roberta-base_1,5.0,0.491127610206604,0.7557154661892301
mono_fas_xlm-roberta-base_1,1.0,0.4610902369022369,0.739790091902768
mono_fas_xlm-roberta-base_1,2.0,0.3535510003566742,0.7891961579112418
mono_fas_xlm-roberta-base_1,3.0,0.3434077501296997,0.808073494676621
mono_fas_xlm-roberta-base_1,4.0,0.4373423159122467,0.8262626262626263
mono_fas_xlm-roberta-base_1,5.0,0.4631946980953216,0.8204909890733645
mono_fas_xlm-roberta-base_1,5.0,0.4373423159122467,0.8262626262626263
mono_fas_xlm-roberta-base_1,5.0,0.4249305427074432,0.8017601126472094
mono_hau_xlm-roberta-base_1,1.0,0.2991394996643066,0.4717800289435601
mono_hau_xlm-roberta-base_1,2.0,0.2901404500007629,0.4717800289435601
mono_hau_xlm-roberta-base_1,3.0,0.2482283115386963,0.7884875410469384
mono_hau_xlm-roberta-base_1,4.0,0.2328611612319946,0.7326277501326126
mono_hau_xlm-roberta-base_1,5.0,0.2368018627166748,0.794579140496612
mono_hau_xlm-roberta-base_1,5.0,0.2368018627166748,0.794579140496612
mono_hau_xlm-roberta-base_1,5.0,0.2350415587425232,0.7725408328948782
mono_hin_xlm-roberta-base_1,1.0,0.3898592889308929,0.4607843137254901
mono_hin_xlm-roberta-base_1,2.0,0.3118211925029754,0.5764576457645765
mono_hin_xlm-roberta-base_1,3.0,0.2882306277751922,0.755176473966859
mono_hin_xlm-roberta-base_1,4.0,0.2796193957328796,0.7709715401625457
mono_hin_xlm-roberta-base_1,5.0,0.2820587158203125,0.7810329205678043
mono_hin_xlm-roberta-base_1,5.0,0.2820587158203125,0.7810329205678043
mono_hin_xlm-roberta-base_1,5.0,0.3017321228981018,0.7761539947209168
mono_ita_xlm-roberta-base_1,1.0,0.67550128698349,0.3709981167608286
mono_ita_xlm-roberta-base_1,2.0,0.6528647541999817,0.4583783783783784
mono_ita_xlm-roberta-base_1,3.0,0.6635197401046753,0.5971491228070176
mono_ita_xlm-roberta-base_1,4.0,0.695728600025177,0.6276681286549708
mono_ita_xlm-roberta-base_1,5.0,0.7392851710319519,0.6386076877934272
mono_ita_xlm-roberta-base_1,5.0,0.7392851710319519,0.6386076877934272
